NMI,Date,Time,kWh,kVArh,kW,kVA,PF,Peak_kWh,Off_Peak_kWh,DateNumber
SAAAAAC089,6/7/2016,9:30:00 AM,20.37,5.6,40.75,42.26,0.96,20.37,,20160706
SAAAAAC089,6/7/2016,10:00:00 AM,25.63,6.04,51.26,52.66,0.97,25.63,,20160706
SAAAAAC089,6/7/2016,10:30:00 AM,27.07,8.08,54.15,56.51,0.95,27.07,,20160706
SAAAAAC089,6/7/2016,11:00:00 AM,21.3,6.5,42.6,44.54,0.95,21.3,,20160706
SAAAAAC089,6/7/2016,11:30:00 AM,25.64,7.79,51.29,53.61,0.95,25.64,,20160706
SAAAAAC089,6/7/2016,12:00:00 PM,28.06,8.81,56.12,58.82,0.95,28.06,,20160706
SAAAAAC089,6/7/2016,12:30:00 PM,29.8,9.26,59.6,62.41,0.95,29.8,,20160706
SAAAAAC089,6/7/2016,1:00:00 PM,33.88,10.06,67.76,70.68,0.95,33.88,,20160706
SAAAAAC089,6/7/2016,1:30:00 PM,27.54,9.98,55.08,58.59,0.94,27.54,,20160706
SAAAAAC089,6/7/2016,2:00:00 PM,25.67,9.34,51.34,54.63,0.93,25.67,,20160706
SAAAAAC089,6/7/2016,2:30:00 PM,31.2,9.79,62.41,65.41,0.95,31.2,,20160706
SAAAAAC089,6/7/2016,3:00:00 PM,25.93,9.04,51.87,54.93,0.94,25.93,,20160706
SAAAAAC089,6/7/2016,3:30:00 PM,28.14,8.93,56.28,59.05,0.95,28.14,,20160706
SAAAAAC089,6/7/2016,4:00:00 PM,32.95,7.45,65.9,67.56,0.97,32.95,,20160706
SAAAAAC089,6/7/2016,4:30:00 PM,32.26,8.89,64.52,66.93,0.96,32.26,,20160706
SAAAAAC089,6/7/2016,5:00:00 PM,31.67,8.75,63.34,65.71,0.96,31.67,,20160706
SAAAAAC089,6/7/2016,5:30:00 PM,32.19,10.04,64.38,67.44,0.95,32.19,,20160706
SAAAAAC089,6/7/2016,6:00:00 PM,36.48,10.37,72.96,75.85,0.96,36.48,,20160706
SAAAAAC089,6/7/2016,6:30:00 PM,42.89,13.45,85.79,89.91,0.95,42.89,,20160706
SAAAAAC089,6/7/2016,7:00:00 PM,38.69,10.35,77.39,80.11,0.96,38.69,,20160706
SAAAAAC089,6/7/2016,7:30:00 PM,38.92,11.72,77.85,81.31,0.95,38.92,,20160706
SAAAAAC089,6/7/2016,8:00:00 PM,39.32,10.41,78.65,81.36,0.96,39.32,,20160706
SAAAAAC089,6/7/2016,8:30:00 PM,38.64,9.54,77.28,79.6,0.97,38.64,,20160706
SAAAAAC089,6/7/2016,9:00:00 PM,38.08,10.08,76.17,78.8,0.96,38.08,,20160706
SAAAAAC089,6/7/2016,9:30:00 PM,37.55,12.83,75.1,79.36,0.94,,37.55,20160706
SAAAAAC089,6/7/2016,10:00:00 PM,33.27,10.46,66.54,69.75,0.95,,33.27,20160706
SAAAAAC089,6/7/2016,10:30:00 PM,28.79,9.75,57.58,60.79,0.94,,28.79,20160706
SAAAAAC089,6/7/2016,11:00:00 PM,28.43,11.89,56.87,61.65,0.92,,28.43,20160706
SAAAAAC089,6/7/2016,11:30:00 PM,22.56,9.26,45.13,48.79,0.92,,22.56,20160706
SAAAAAC089,7/7/2016,12:00:00 AM,18.13,6.02,36.27,38.22,0.94,,18.13,20160707
SAAAAAC089,7/7/2016,12:30:00 AM,15.59,5.94,31.18,33.37,0.93,,15.59,20160707
SAAAAAC089,7/7/2016,1:00:00 AM,14.6,7.02,29.21,32.41,0.9,,14.6,20160707
SAAAAAC089,7/7/2016,1:30:00 AM,14.6,7.01,29.21,32.41,0.9,,14.6,20160707
SAAAAAC089,7/7/2016,2:00:00 AM,13.1,5.06,26.2,28.09,0.93,,13.1,20160707
SAAAAAC089,7/7/2016,2:30:00 AM,12.68,4.68,25.36,27.03,0.93,,12.68,20160707
SAAAAAC089,7/7/2016,3:00:00 AM,12.05,4.2,24.11,25.53,0.94,,12.05,20160707
SAAAAAC089,7/7/2016,3:30:00 AM,12.26,4.24,24.52,25.95,0.94,,12.26,20160707
SAAAAAC089,7/7/2016,4:00:00 AM,13.68,5.42,27.37,29.44,0.92,,13.68,20160707
SAAAAAC089,7/7/2016,4:30:00 AM,13.04,4.74,26.09,27.76,0.93,,13.04,20160707
SAAAAAC089,7/7/2016,5:00:00 AM,11.83,3.92,23.66,24.93,0.94,,11.83,20160707
SAAAAAC089,7/7/2016,5:30:00 AM,13.9,6.14,27.8,30.4,0.91,,13.9,20160707
SAAAAAC089,7/7/2016,6:00:00 AM,12.78,3.84,25.56,26.7,0.95,,12.78,20160707
SAAAAAC089,7/7/2016,6:30:00 AM,13.84,2.8,27.68,28.24,0.98,,13.84,20160707
SAAAAAC089,7/7/2016,7:00:00 AM,12.87,2.11,25.75,26.1,0.98,,12.87,20160707
SAAAAAC089,7/7/2016,7:30:00 AM,16.13,4.83,32.27,33.68,0.95,16.13,,20160707
SAAAAAC089,7/7/2016,8:00:00 AM,16.52,4.55,33.05,34.28,0.96,16.52,,20160707
SAAAAAC089,7/7/2016,8:30:00 AM,13.39,4.03,26.78,27.97,0.95,13.39,,20160707
SAAAAAC089,7/7/2016,9:00:00 AM,17.05,5.3,34.11,35.72,0.95,17.05,,20160707
SAAAAAC089,7/7/2016,9:30:00 AM,19.45,5.61,38.91,40.5,0.96,19.45,,20160707
SAAAAAC089,7/7/2016,10:00:00 AM,20.64,7.91,41.28,44.2,0.93,20.64,,20160707
SAAAAAC089,7/7/2016,10:30:00 AM,25.33,9.98,50.67,54.46,0.93,25.33,,20160707
SAAAAAC089,7/7/2016,11:00:00 AM,25.89,11.36,51.79,56.55,0.91,25.89,,20160707
SAAAAAC089,7/7/2016,11:30:00 AM,27.66,9.76,55.32,58.67,0.94,27.66,,20160707
SAAAAAC089,7/7/2016,12:00:00 PM,32,8.54,64,66.24,0.96,32,,20160707
SAAAAAC089,7/7/2016,12:30:00 PM,31.45,8.02,62.91,64.92,0.96,31.45,,20160707
SAAAAAC089,7/7/2016,1:00:00 PM,25.51,7.52,51.02,53.19,0.95,25.51,,20160707
SAAAAAC089,7/7/2016,1:30:00 PM,29.63,7.12,59.26,60.95,0.97,29.63,,20160707
SAAAAAC089,7/7/2016,2:00:00 PM,29.79,8.11,59.58,61.75,0.96,29.79,,20160707
SAAAAAC089,7/7/2016,2:30:00 PM,30.16,7.48,60.32,62.15,0.97,30.16,,20160707
SAAAAAC089,7/7/2016,3:00:00 PM,29.45,8.74,58.91,61.45,0.95,29.45,,20160707
SAAAAAC089,7/7/2016,3:30:00 PM,28.81,7.61,57.63,59.61,0.96,28.81,,20160707
SAAAAAC089,7/7/2016,4:00:00 PM,30.22,7.92,60.44,62.49,0.96,30.22,,20160707
SAAAAAC089,7/7/2016,4:30:00 PM,28.6,6.13,57.21,58.51,0.97,28.6,,20160707
SAAAAAC089,7/7/2016,5:00:00 PM,29.62,7.29,59.24,61.01,0.97,29.62,,20160707
SAAAAAC089,7/7/2016,5:30:00 PM,33.57,8.67,67.15,69.35,0.96,33.57,,20160707
SAAAAAC089,7/7/2016,6:00:00 PM,39.81,15.29,79.63,85.3,0.93,39.81,,20160707
SAAAAAC089,7/7/2016,6:30:00 PM,41.12,12.21,82.24,85.79,0.95,41.12,,20160707
SAAAAAC089,7/7/2016,7:00:00 PM,40.25,10.86,80.51,83.39,0.96,40.25,,20160707
SAAAAAC089,7/7/2016,7:30:00 PM,43.36,13.63,86.73,90.91,0.95,43.36,,20160707
SAAAAAC089,7/7/2016,8:00:00 PM,41.23,13.9,82.46,87.02,0.94,41.23,,20160707
SAAAAAC089,7/7/2016,8:30:00 PM,43.12,12.88,86.25,90.02,0.95,43.12,,20160707
SAAAAAC089,7/7/2016,9:00:00 PM,46.43,16.03,92.87,98.25,0.94,46.43,,20160707
SAAAAAC089,7/7/2016,9:30:00 PM,41.41,13.01,82.83,86.82,0.95,,41.41,20160707
SAAAAAC089,7/7/2016,10:00:00 PM,39.96,12.72,79.93,83.88,0.95,,39.96,20160707
SAAAAAC089,7/7/2016,10:30:00 PM,37.2,11.67,74.41,77.98,0.95,,37.2,20160707
SAAAAAC089,7/7/2016,11:00:00 PM,34.94,11.35,69.88,73.48,0.95,,34.94,20160707
SAAAAAC089,7/7/2016,11:30:00 PM,29.44,7.51,58.88,60.76,0.96,,29.44,20160707
SAAAAAC089,8/7/2016,12:00:00 AM,22.94,7.27,45.88,48.13,0.95,,22.94,20160708
SAAAAAC089,8/7/2016,12:30:00 AM,20.39,7.93,40.79,43.77,0.93,,20.39,20160708
SAAAAAC089,8/7/2016,1:00:00 AM,18.31,7.87,36.62,39.86,0.91,,18.31,20160708
SAAAAAC089,8/7/2016,1:30:00 AM,19.12,8.99,38.25,42.27,0.9,,19.12,20160708
SAAAAAC089,8/7/2016,2:00:00 AM,18.01,7.92,36.03,39.36,0.91,,18.01,20160708
SAAAAAC089,8/7/2016,2:30:00 AM,17.11,6.65,34.22,36.71,0.93,,17.11,20160708
SAAAAAC089,8/7/2016,3:00:00 AM,16.96,6.54,33.93,36.37,0.93,,16.96,20160708
SAAAAAC089,8/7/2016,3:30:00 AM,17.07,6.65,34.14,36.64,0.93,,17.07,20160708
SAAAAAC089,8/7/2016,4:00:00 AM,18.88,8.45,37.77,41.38,0.91,,18.88,20160708
SAAAAAC089,8/7/2016,4:30:00 AM,18.56,7.52,37.12,40.05,0.92,,18.56,20160708
SAAAAAC089,8/7/2016,5:00:00 AM,17.5,7.67,35,38.22,0.91,,17.5,20160708
SAAAAAC089,8/7/2016,5:30:00 AM,19.17,8.84,38.35,42.23,0.9,,19.17,20160708
SAAAAAC089,8/7/2016,6:00:00 AM,17,6.8,34.01,36.63,0.92,,17,20160708
SAAAAAC089,8/7/2016,6:30:00 AM,18.6,4.88,37.2,38.46,0.96,,18.6,20160708
SAAAAAC089,8/7/2016,7:00:00 AM,15.6,3.3,31.2,31.89,0.97,,15.6,20160708
SAAAAAC089,8/7/2016,7:30:00 AM,17.16,5.8,34.33,36.24,0.94,17.16,,20160708
SAAAAAC089,8/7/2016,8:00:00 AM,15.98,5.71,31.96,33.94,0.94,15.98,,20160708
SAAAAAC089,8/7/2016,8:30:00 AM,16.12,4.16,32.24,33.3,0.96,16.12,,20160708
SAAAAAC089,8/7/2016,9:00:00 AM,15.74,5.06,31.48,33.07,0.95,15.74,,20160708
SAAAAAC089,8/7/2016,9:30:00 AM,21.81,7.55,43.63,46.17,0.94,21.81,,20160708
SAAAAAC089,8/7/2016,10:00:00 AM,23.77,9.76,47.55,51.4,0.92,23.77,,20160708
SAAAAAC089,8/7/2016,10:30:00 AM,25.16,10.12,50.33,54.25,0.92,25.16,,20160708
SAAAAAC089,8/7/2016,11:00:00 AM,26.56,8.68,53.13,55.9,0.95,26.56,,20160708
SAAAAAC089,8/7/2016,11:30:00 AM,25.47,8.44,50.94,53.66,0.94,25.47,,20160708
SAAAAAC089,8/7/2016,12:00:00 PM,28.51,9.48,57.02,60.09,0.94,28.51,,20160708
SAAAAAC089,8/7/2016,12:30:00 PM,29.73,8.34,59.47,61.76,0.96,29.73,,20160708
SAAAAAC089,8/7/2016,1:00:00 PM,28.65,8.29,57.31,59.66,0.96,28.65,,20160708
SAAAAAC089,8/7/2016,1:30:00 PM,34.55,11.83,69.1,73.04,0.94,34.55,,20160708
SAAAAAC089,8/7/2016,2:00:00 PM,31.53,11.03,63.07,66.81,0.94,31.53,,20160708
SAAAAAC089,8/7/2016,2:30:00 PM,27.91,12.55,55.82,61.2,0.91,27.91,,20160708
SAAAAAC089,8/7/2016,3:00:00 PM,31.44,11.93,62.88,67.25,0.93,31.44,,20160708
SAAAAAC089,8/7/2016,3:30:00 PM,32.6,10.36,65.21,68.43,0.95,32.6,,20160708
SAAAAAC089,8/7/2016,4:00:00 PM,33.5,10.88,67,70.45,0.95,33.5,,20160708
SAAAAAC089,8/7/2016,4:30:00 PM,32.83,7.68,65.66,67.43,0.97,32.83,,20160708
SAAAAAC089,8/7/2016,5:00:00 PM,35.21,9.27,70.43,72.83,0.96,35.21,,20160708
SAAAAAC089,8/7/2016,5:30:00 PM,38.8,11.16,77.6,80.74,0.96,38.8,,20160708
SAAAAAC089,8/7/2016,6:00:00 PM,41.31,13.63,82.62,87,0.94,41.31,,20160708
SAAAAAC089,8/7/2016,6:30:00 PM,43.82,14.08,87.64,92.06,0.95,43.82,,20160708
SAAAAAC089,8/7/2016,7:00:00 PM,45.05,13.52,90.11,94.08,0.95,45.05,,20160708
SAAAAAC089,8/7/2016,7:30:00 PM,45.83,14.71,91.67,96.28,0.95,45.83,,20160708
SAAAAAC089,8/7/2016,8:00:00 PM,43.44,11.03,86.88,89.64,0.96,43.44,,20160708
SAAAAAC089,8/7/2016,8:30:00 PM,43.99,10.95,87.99,90.68,0.97,43.99,,20160708
SAAAAAC089,8/7/2016,9:00:00 PM,46.32,11.71,92.65,95.57,0.96,46.32,,20160708
SAAAAAC089,8/7/2016,9:30:00 PM,43.6,13.45,87.21,91.27,0.95,,43.6,20160708
SAAAAAC089,8/7/2016,10:00:00 PM,43.36,12.22,86.73,90.11,0.96,,43.36,20160708
SAAAAAC089,8/7/2016,10:30:00 PM,40.55,10.84,81.11,83.96,0.96,,40.55,20160708
SAAAAAC089,8/7/2016,11:00:00 PM,35.5,11.05,71,74.37,0.95,,35.5,20160708
SAAAAAC089,8/7/2016,11:30:00 PM,30.04,8.31,60.08,62.33,0.96,,30.04,20160708
SAAAAAC089,9/7/2016,12:00:00 AM,27.46,9.92,54.92,58.4,0.94,,27.46,20160709
SAAAAAC089,9/7/2016,12:30:00 AM,25.7,10.83,51.4,55.78,0.92,,25.7,20160709
SAAAAAC089,9/7/2016,1:00:00 AM,17.08,7.36,34.17,37.21,0.91,,17.08,20160709
SAAAAAC089,9/7/2016,1:30:00 AM,18.32,8.62,36.64,40.49,0.9,,18.32,20160709
SAAAAAC089,9/7/2016,2:00:00 AM,19.05,9.78,38.11,42.84,0.88,,19.05,20160709
SAAAAAC089,9/7/2016,2:30:00 AM,17.88,7.51,35.76,38.78,0.92,,17.88,20160709
SAAAAAC089,9/7/2016,3:00:00 AM,16.92,7.15,33.85,36.75,0.92,,16.92,20160709
SAAAAAC089,9/7/2016,3:30:00 AM,17.77,7.95,35.55,38.94,0.91,,17.77,20160709
SAAAAAC089,9/7/2016,4:00:00 AM,18.08,7.95,36.16,39.5,0.91,,18.08,20160709
SAAAAAC089,9/7/2016,4:30:00 AM,17.59,7.83,35.18,38.51,0.91,,17.59,20160709
SAAAAAC089,9/7/2016,5:00:00 AM,17.1,7.36,34.2,37.24,0.91,,17.1,20160709
SAAAAAC089,9/7/2016,5:30:00 AM,16.72,6.71,33.45,36.04,0.92,,16.72,20160709
SAAAAAC089,9/7/2016,6:00:00 AM,15.98,5.15,31.96,33.58,0.95,,15.98,20160709
SAAAAAC089,9/7/2016,6:30:00 AM,16.32,3.68,32.65,33.47,0.97,,16.32,20160709
SAAAAAC089,9/7/2016,7:00:00 AM,13.79,2.03,27.58,27.87,0.98,,13.79,20160709
SAAAAAC089,9/7/2016,7:30:00 AM,15.82,4.36,31.64,32.82,0.96,,15.82,20160709
SAAAAAC089,9/7/2016,8:00:00 AM,15.22,4.29,30.44,31.63,0.96,,15.22,20160709
SAAAAAC089,9/7/2016,8:30:00 AM,14.2,4.34,28.41,29.71,0.95,,14.2,20160709
SAAAAAC089,9/7/2016,9:00:00 AM,15.23,3.55,30.46,31.28,0.97,,15.23,20160709
SAAAAAC089,9/7/2016,9:30:00 AM,20.4,6.73,40.8,42.96,0.94,,20.4,20160709
SAAAAAC089,9/7/2016,10:00:00 AM,25.63,8.87,51.26,54.24,0.94,,25.63,20160709
SAAAAAC089,9/7/2016,10:30:00 AM,26.21,8.99,52.43,55.43,0.94,,26.21,20160709
SAAAAAC089,9/7/2016,11:00:00 AM,26.36,8.72,52.73,55.54,0.94,,26.36,20160709
SAAAAAC089,9/7/2016,11:30:00 AM,27.6,7.09,55.21,57.01,0.96,,27.6,20160709
SAAAAAC089,9/7/2016,12:00:00 PM,24.16,5.8,48.32,49.69,0.97,,24.16,20160709
SAAAAAC089,9/7/2016,12:30:00 PM,30.35,8.92,60.71,63.28,0.95,,30.35,20160709
SAAAAAC089,9/7/2016,1:00:00 PM,32.03,10.25,64.07,67.28,0.95,,32.03,20160709
SAAAAAC089,9/7/2016,1:30:00 PM,29.99,10.02,59.98,63.24,0.94,,29.99,20160709
SAAAAAC089,9/7/2016,2:00:00 PM,30.89,10.61,61.79,65.33,0.94,,30.89,20160709
SAAAAAC089,9/7/2016,2:30:00 PM,33.28,10.56,66.57,69.84,0.95,,33.28,20160709
SAAAAAC089,9/7/2016,3:00:00 PM,35.05,9.96,70.11,72.88,0.96,,35.05,20160709
SAAAAAC089,9/7/2016,3:30:00 PM,37.65,11.78,75.31,78.91,0.95,,37.65,20160709
SAAAAAC089,9/7/2016,4:00:00 PM,40.31,10.84,80.62,83.48,0.96,,40.31,20160709
SAAAAAC089,9/7/2016,4:30:00 PM,34.12,10.69,68.25,71.52,0.95,,34.12,20160709
SAAAAAC089,9/7/2016,5:00:00 PM,33.52,8.13,67.04,68.98,0.97,,33.52,20160709
SAAAAAC089,9/7/2016,5:30:00 PM,35.96,9.19,71.92,74.23,0.96,,35.96,20160709
SAAAAAC089,9/7/2016,6:00:00 PM,36.75,10.29,73.5,76.33,0.96,,36.75,20160709
SAAAAAC089,9/7/2016,6:30:00 PM,42.16,11.51,84.32,87.41,0.96,,42.16,20160709
SAAAAAC089,9/7/2016,7:00:00 PM,42.94,11.35,85.88,88.83,0.96,,42.94,20160709
SAAAAAC089,9/7/2016,7:30:00 PM,42.31,11.71,84.62,87.8,0.96,,42.31,20160709
SAAAAAC089,9/7/2016,8:00:00 PM,41.14,10.95,82.28,85.15,0.96,,41.14,20160709
SAAAAAC089,9/7/2016,8:30:00 PM,43.96,11.7,87.93,90.99,0.96,,43.96,20160709
SAAAAAC089,9/7/2016,9:00:00 PM,40.35,10.63,80.7,83.45,0.96,,40.35,20160709
SAAAAAC089,9/7/2016,9:30:00 PM,40.14,10.39,80.28,82.93,0.96,,40.14,20160709
SAAAAAC089,9/7/2016,10:00:00 PM,41.67,11.44,83.34,86.43,0.96,,41.67,20160709
SAAAAAC089,9/7/2016,10:30:00 PM,39.77,9.58,79.55,81.82,0.97,,39.77,20160709
SAAAAAC089,9/7/2016,11:00:00 PM,34.12,8.94,68.24,70.54,0.96,,34.12,20160709
SAAAAAC089,9/7/2016,11:30:00 PM,33.77,8.35,67.55,69.58,0.97,,33.77,20160709
SAAAAAC089,10/7/2016,12:00:00 AM,34.43,9.14,68.87,71.26,0.96,,34.43,20160710
SAAAAAC089,10/7/2016,12:30:00 AM,29.28,9.76,58.56,61.73,0.94,,29.28,20160710
SAAAAAC089,10/7/2016,1:00:00 AM,21.07,7.57,42.14,44.78,0.94,,21.07,20160710
SAAAAAC089,10/7/2016,1:30:00 AM,13.8,6.05,27.61,30.15,0.91,,13.8,20160710
SAAAAAC089,10/7/2016,2:00:00 AM,13.33,5.34,26.67,28.73,0.92,,13.33,20160710
SAAAAAC089,10/7/2016,2:30:00 AM,14.39,6.6,28.78,31.67,0.9,,14.39,20160710
SAAAAAC089,10/7/2016,3:00:00 AM,13.05,5.04,26.11,27.99,0.93,,13.05,20160710
SAAAAAC089,10/7/2016,3:30:00 AM,13.8,6.01,27.61,30.12,0.91,,13.8,20160710
SAAAAAC089,10/7/2016,4:00:00 AM,14.45,6.08,28.91,31.37,0.92,,14.45,20160710
SAAAAAC089,10/7/2016,4:30:00 AM,14.93,6.23,29.87,32.36,0.92,,14.93,20160710
SAAAAAC089,10/7/2016,5:00:00 AM,14.83,6.62,29.66,32.48,0.91,,14.83,20160710
SAAAAAC089,10/7/2016,5:30:00 AM,13.84,5.95,27.69,30.14,0.91,,13.84,20160710
SAAAAAC089,10/7/2016,6:00:00 AM,13.84,5.08,27.69,29.49,0.93,,13.84,20160710
SAAAAAC089,10/7/2016,6:30:00 AM,14.43,2.88,28.86,29.43,0.98,,14.43,20160710
SAAAAAC089,10/7/2016,7:00:00 AM,17.46,3.99,34.92,35.82,0.97,,17.46,20160710
SAAAAAC089,10/7/2016,7:30:00 AM,18.24,4.72,36.49,37.69,0.96,,18.24,20160710
SAAAAAC089,10/7/2016,8:00:00 AM,15.97,5.07,31.94,33.52,0.95,,15.97,20160710
SAAAAAC089,10/7/2016,8:30:00 AM,15.26,4.79,30.52,31.99,0.95,,15.26,20160710
SAAAAAC089,10/7/2016,9:00:00 AM,16.09,5.51,32.19,34.02,0.94,,16.09,20160710
SAAAAAC089,10/7/2016,9:30:00 AM,19.73,4.97,39.47,40.7,0.96,,19.73,20160710
SAAAAAC089,10/7/2016,10:00:00 AM,19.82,3.77,39.64,40.36,0.98,,19.82,20160710
SAAAAAC089,10/7/2016,10:30:00 AM,25.73,4.83,51.47,52.37,0.98,,25.73,20160710
SAAAAAC089,10/7/2016,11:00:00 AM,26.2,6.32,52.41,53.91,0.97,,26.2,20160710
SAAAAAC089,10/7/2016,11:30:00 AM,27.33,7.56,54.67,56.72,0.96,,27.33,20160710
SAAAAAC089,10/7/2016,12:00:00 PM,31.29,6.75,62.59,64.03,0.97,,31.29,20160710
SAAAAAC089,10/7/2016,12:30:00 PM,36.59,8.46,73.18,75.11,0.97,,36.59,20160710
SAAAAAC089,10/7/2016,1:00:00 PM,36.06,8.47,72.12,74.09,0.97,,36.06,20160710
SAAAAAC089,10/7/2016,1:30:00 PM,31.63,8.95,63.26,65.75,0.96,,31.63,20160710
SAAAAAC089,10/7/2016,2:00:00 PM,35.69,8.44,71.39,73.36,0.97,,35.69,20160710
SAAAAAC089,10/7/2016,2:30:00 PM,31.34,11.18,62.68,66.55,0.94,,31.34,20160710
SAAAAAC089,10/7/2016,3:00:00 PM,36.36,12.44,72.73,76.87,0.94,,36.36,20160710
SAAAAAC089,10/7/2016,3:30:00 PM,36.44,12,72.88,76.73,0.94,,36.44,20160710
SAAAAAC089,10/7/2016,4:00:00 PM,33.04,9.19,66.09,68.6,0.96,,33.04,20160710
SAAAAAC089,10/7/2016,4:30:00 PM,27.71,8.96,55.42,58.24,0.95,,27.71,20160710
SAAAAAC089,10/7/2016,5:00:00 PM,31.79,9.84,63.59,66.57,0.95,,31.79,20160710
SAAAAAC089,10/7/2016,5:30:00 PM,35.04,8.85,70.08,72.28,0.96,,35.04,20160710
SAAAAAC089,10/7/2016,6:00:00 PM,35.17,9.08,70.35,72.66,0.96,,35.17,20160710
SAAAAAC089,10/7/2016,6:30:00 PM,35.28,8.27,70.57,72.48,0.97,,35.28,20160710
SAAAAAC089,10/7/2016,7:00:00 PM,35.23,7.57,70.46,72.07,0.97,,35.23,20160710
SAAAAAC089,10/7/2016,7:30:00 PM,35.88,8.73,71.76,73.85,0.97,,35.88,20160710
SAAAAAC089,10/7/2016,8:00:00 PM,33.32,8.98,66.65,69.03,0.96,,33.32,20160710
SAAAAAC089,10/7/2016,8:30:00 PM,34.71,8.85,69.42,71.64,0.96,,34.71,20160710
SAAAAAC089,10/7/2016,9:00:00 PM,33.79,9.52,67.58,70.21,0.96,,33.79,20160710
SAAAAAC089,10/7/2016,9:30:00 PM,30.47,7.2,60.94,62.62,0.97,,30.47,20160710
SAAAAAC089,10/7/2016,10:00:00 PM,31.69,8.16,63.39,65.46,0.96,,31.69,20160710
SAAAAAC089,10/7/2016,10:30:00 PM,25.04,9.84,50.09,53.82,0.93,,25.04,20160710
SAAAAAC089,10/7/2016,11:00:00 PM,16.71,7.76,33.42,36.85,0.9,,16.71,20160710
SAAAAAC089,10/7/2016,11:30:00 PM,12.3,4.52,24.6,26.21,0.93,,12.3,20160710
SAAAAAC089,11/7/2016,12:00:00 AM,12.87,4.96,25.75,27.6,0.93,,12.87,20160711
SAAAAAC089,11/7/2016,12:30:00 AM,14.76,6.83,29.53,32.54,0.9,,14.76,20160711
SAAAAAC089,11/7/2016,1:00:00 AM,14.7,6.89,29.4,32.48,0.9,,14.7,20160711
SAAAAAC089,11/7/2016,1:30:00 AM,13.34,5.47,26.68,28.84,0.92,,13.34,20160711
SAAAAAC089,11/7/2016,2:00:00 AM,13.88,5.88,27.77,30.16,0.92,,13.88,20160711
SAAAAAC089,11/7/2016,2:30:00 AM,14.08,6.32,28.16,30.86,0.91,,14.08,20160711
SAAAAAC089,11/7/2016,3:00:00 AM,13.29,4.3,26.59,27.95,0.95,,13.29,20160711
SAAAAAC089,11/7/2016,3:30:00 AM,13.17,5.29,26.35,28.4,0.92,,13.17,20160711
SAAAAAC089,11/7/2016,4:00:00 AM,12.61,4.4,25.23,26.72,0.94,,12.61,20160711
SAAAAAC089,11/7/2016,4:30:00 AM,13.24,4.96,26.48,28.27,0.93,,13.24,20160711
SAAAAAC089,11/7/2016,5:00:00 AM,13.8,5.93,27.6,30.04,0.91,,13.8,20160711
SAAAAAC089,11/7/2016,5:30:00 AM,12.87,4.98,25.75,27.61,0.93,,12.87,20160711
SAAAAAC089,11/7/2016,6:00:00 AM,14.35,3.68,28.7,29.63,0.96,,14.35,20160711
SAAAAAC089,11/7/2016,6:30:00 AM,13,1.13,26.01,26.11,0.99,,13,20160711
SAAAAAC089,11/7/2016,7:00:00 AM,14.33,2.68,28.67,29.17,0.98,,14.33,20160711
SAAAAAC089,11/7/2016,7:30:00 AM,15.31,3.97,30.62,31.63,0.96,15.31,,20160711
SAAAAAC089,11/7/2016,8:00:00 AM,14.71,4.1,29.43,30.55,0.96,14.71,,20160711
SAAAAAC089,11/7/2016,8:30:00 AM,16.28,5.02,32.57,34.08,0.95,16.28,,20160711
SAAAAAC089,11/7/2016,9:00:00 AM,15.68,3.62,31.37,32.19,0.97,15.68,,20160711
SAAAAAC089,11/7/2016,9:30:00 AM,25.21,7.21,50.43,52.45,0.96,25.21,,20160711
SAAAAAC089,11/7/2016,10:00:00 AM,25.26,7.8,50.52,52.88,0.95,25.26,,20160711
SAAAAAC089,11/7/2016,10:30:00 AM,34.23,10.08,68.46,71.37,0.95,34.23,,20160711
SAAAAAC089,11/7/2016,11:00:00 AM,35.48,9.13,70.97,73.28,0.96,35.48,,20160711
SAAAAAC089,11/7/2016,11:30:00 AM,37.43,10.04,74.86,77.51,0.96,37.43,,20160711
SAAAAAC089,11/7/2016,12:00:00 PM,33.54,9.92,67.08,69.96,0.95,33.54,,20160711
SAAAAAC089,11/7/2016,12:30:00 PM,28.19,8.44,56.38,58.85,0.95,28.19,,20160711
SAAAAAC089,11/7/2016,1:00:00 PM,31.27,9.32,62.54,65.26,0.95,31.27,,20160711
SAAAAAC089,11/7/2016,1:30:00 PM,34.74,10.63,69.48,72.66,0.95,34.74,,20160711
SAAAAAC089,11/7/2016,2:00:00 PM,33.26,11.5,66.52,70.39,0.94,33.26,,20160711
SAAAAAC089,11/7/2016,2:30:00 PM,32.6,10.62,65.2,68.57,0.95,32.6,,20160711
SAAAAAC089,11/7/2016,3:00:00 PM,33.17,10.23,66.35,69.43,0.95,33.17,,20160711
SAAAAAC089,11/7/2016,3:30:00 PM,29.95,10.14,59.9,63.24,0.94,29.95,,20160711
SAAAAAC089,11/7/2016,4:00:00 PM,29.99,9.52,59.99,62.95,0.95,29.99,,20160711
SAAAAAC089,11/7/2016,4:30:00 PM,32.15,9.76,64.31,67.21,0.95,32.15,,20160711
SAAAAAC089,11/7/2016,5:00:00 PM,31.55,9.11,63.1,65.68,0.96,31.55,,20160711
SAAAAAC089,11/7/2016,5:30:00 PM,39.28,9.95,78.56,81.04,0.96,39.28,,20160711
SAAAAAC089,11/7/2016,6:00:00 PM,38.97,10.7,77.95,80.83,0.96,38.97,,20160711
